# t	u	y	y1	dy1	dy2	F1	F2	z_f	F_f
# model_name=two_mass_actuator_grounded_m2_lugre2, controlled_output=y2, dt=0.02 sec, dt_sim=0.001 sec, input_type=random_steps, preg_blackbox_enabled=False, r_preg=1, m1=1, m2=1, kp=25, bp=0, k1=0.35, k2=0.2, kg1=0, kg2=2, ka=1, omega_a=18, zeta_a=0.65, normal_force=8, mu_k=0.12, mu_s=0.65, sigma_0=5000, sigma_1=30, sigma_2=0.05, v_s=0.12, friction_shape_alpha=2, g_eps=1e-12
5.0600000000e+01	-7.0414783085e+00	-4.0784644861e+00	-4.3486398270e+00	1.8934649209e-02	1.4159366846e-04	-7.0424513634e+00	-6.7543835226e+00	2.8027790199e-04	1.4044996221e+00
5.0620000000e+01	-7.0414783085e+00	-4.0784620547e+00	-4.3483204543e+00	1.2985794205e-02	1.0136154696e-04	-7.0416572441e+00	-6.7464599891e+00	2.8205195073e-04	1.4124809786e+00
5.0640000000e+01	-7.0414783085e+00	-4.0784604374e+00	-4.3481208877e+00	6.9631085397e-03	6.0257904868e-05	-7.0411416028e+00	-6.7415112567e+00	2.8322969428e-04	1.4174669090e+00
5.0660000000e+01	-7.0414783085e+00	-4.0784596471e+00	-4.3480420555e+00	9.2161604208e-04	1.8748749759e-05	-7.0408531560e+00	-6.7395602102e+00	2.8380457565e-04	1.4194327883e+00
5.0680000000e+01	-7.0414783085e+00	-4.0784596774e+00	-4.3480837758e+00	-5.0827825582e-03	-1.9922224095e-05	-7.0407365245e+00	-6.7406024621e+00	2.8371985062e-04	1.4178375423e+00
5.0700000000e+01	-7.0414783085e+00	-4.0784603094e+00	-4.3482447444e+00	-1.0993820456e-02	-4.0528240610e-05	-7.0407394350e+00	-6.7446108738e+00	2.8291561005e-04	1.4130294245e+00
5.0720000000e+01	-7.0414783085e+00	-4.0784612657e+00	-4.3485225322e+00	-1.6755430688e-02	-5.6001473368e-05	-7.0408169110e+00	-6.7515316633e+00	2.8169971920e-04	1.4063606863e+00
5.0740000000e+01	-7.0414783085e+00	-4.0784626070e+00	-4.3489135980e+00	-2.2312566258e-02	-7.9275237740e-05	-7.0409331512e+00	-6.7612747749e+00	2.7999621133e-04	1.3969585442e+00
5.0760000000e+01	-7.0414783085e+00	-4.0784644465e+00	-4.3494133166e+00	-2.7612041434e-02	-1.0409120031e-04	-7.0410617657e+00	-6.7737217529e+00	2.7766356465e-04	1.3843561610e+00
5.0780000000e+01	-7.0414783085e+00	-4.0784667355e+00	-4.3500160234e+00	-3.2603185014e-02	-1.2402606888e-04	-7.0411849608e+00	-6.7887321971e+00	2.7476654725e-04	1.3691227266e+00
5.0800000000e+01	-7.0414783085e+00	-4.0784693914e+00	-4.3507150705e+00	-3.7238428965e-02	-1.4152409473e-04	-7.0412921481e+00	-6.8061419768e+00	2.7141325237e-04	1.3517054371e+00
5.0820000000e+01	-7.0414783085e+00	-4.0784724001e+00	-4.3515028945e+00	-4.1473904044e-02	-1.5938413832e-04	-7.0413783355e+00	-6.8257623602e+00	2.6762487651e-04	1.3321044501e+00
5.0840000000e+01	-7.0414783085e+00	-4.0784757607e+00	-4.3523710962e+00	-4.5269970367e-02	-1.7633227917e-04	-7.0414425469e+00	-6.8473833888e+00	2.6340632997e-04	1.3103930441e+00
5.0860000000e+01	-7.0414783085e+00	-4.0784794363e+00	-4.3533105296e+00	-4.8591639209e-02	-1.9079900000e-04	-7.0414864211e+00	-6.8707773317e+00	2.5880790264e-04	1.2868815689e+00
5.0880000000e+01	-7.0414783085e+00	-4.0784833782e+00	-4.3543113980e+00	-5.1408915393e-02	-2.0310267840e-04	-7.0415130669e+00	-6.8957004950e+00	2.5389434465e-04	1.2618809856e+00
5.0900000000e+01	-7.0414783085e+00	-4.0784875499e+00	-4.3553633576e+00	-5.3697082831e-02	-2.1379610720e-04	-7.0415261949e+00	-6.9218951911e+00	2.4871459217e-04	1.2356145123e+00
5.0920000000e+01	-7.0414783085e+00	-4.0784919174e+00	-4.3564556246e+00	-5.5436923905e-02	-2.2258749206e-04	-7.0415295133e+00	-6.9490926793e+00	2.4331399542e-04	1.2083189498e+00
5.0940000000e+01	-7.0414783085e+00	-4.0784964378e+00	-4.3575770873e+00	-5.6614866089e-02	-2.2905642233e-04	-7.0415263486e+00	-6.9770162359e+00	2.3774808988e-04	1.1802864033e+00
5.0960000000e+01	-7.0414783085e+00	-4.0785010641e+00	-4.3587164196e+00	-5.7223064167e-02	-2.3319342335e-04	-7.0415194479e+00	-7.0053838888e+00	2.3207686388e-04	1.1518157330e+00
5.0980000000e+01	-7.0414783085e+00	-4.0785057507e+00	-4.3598621963e+00	-5.7259425636e-02	-2.3509983849e-04	-7.0415109140e+00	-7.0339111393e+00	2.2635727594e-04	1.1231865317e+00
5.1000000000e+01	-7.0414783085e+00	-4.0785104528e+00	-4.3610030074e+00	-5.6727579492e-02	-2.3472051396e-04	-7.0415022311e+00	-7.0623138628e+00	2.2064466743e-04	1.0946760437e+00
5.1020000000e+01	-7.0414783085e+00	-4.0785151237e+00	-4.3621275720e+00	-5.5636788167e-02	-2.3196849893e-04	-7.0414943440e+00	-7.0903112064e+00	2.1499553356e-04	1.0665683891e+00
5.1040000000e+01	-7.0414783085e+00	-4.0785197159e+00	-4.3632248498e+00	-5.4001805548e-02	-2.2686072039e-04	-7.0414877628e+00	-7.1176283474e+00	2.0946626738e-04	1.0391434086e+00
5.1060000000e+01	-7.0414783085e+00	-4.0785241829e+00	-4.3642841488e+00	-5.1842684334e-02	-2.1947099838e-04	-7.0414826732e+00	-7.1439991469e+00	2.0411100148e-04	1.0126676952e+00
5.1080000000e+01	-7.0414783085e+00	-4.0785284799e+00	-4.3652952292e+00	-4.9184534674e-02	-2.0986349127e-04	-7.0414790390e+00	-7.1691687324e+00	1.9898128305e-04	9.8739543047e-01
5.1100000000e+01	-7.0414783085e+00	-4.0785325632e+00	-4.3662484015e+00	-4.6057235995e-02	-1.9811002060e-04	-7.0414766882e+00	-7.1928959598e+00	1.9412634923e-04	9.6356916134e-01
5.1120000000e+01	-7.0414783085e+00	-4.0785363908e+00	-4.3671346189e+00	-4.2495104994e-02	-1.8432335267e-04	-7.0414753819e+00	-7.2149557028e+00	1.8959262865e-04	9.4141615679e-01
5.1140000000e+01	-7.0414783085e+00	-4.0785399235e+00	-4.3679455619e+00	-3.8536523306e-02	-1.6865158794e-04	-7.0414748635e+00	-7.2351409602e+00	1.8542293258e-04	9.2114460801e-01
5.1160000000e+01	-7.0414783085e+00	-4.0785431254e+00	-4.3686737163e+00	-3.4223528445e-02	-1.5126061993e-04	-7.0414748916e+00	-7.2532647744e+00	1.8165603149e-04	9.0294215739e-01
5.1180000000e+01	-7.0414783085e+00	-4.0785459637e+00	-4.3693124414e+00	-2.9601371918e-02	-1.3233331480e-04	-7.0414752590e+00	-7.2691619421e+00	1.7832647072e-04	8.8697500992e-01
5.1200000000e+01	-7.0414783085e+00	-4.0785484098e+00	-4.3698560296e+00	-2.4718048849e-02	-1.1207544799e-04	-7.0414758014e+00	-7.2826904946e+00	1.7546428499e-04	8.7338629085e-01
5.1220000000e+01	-7.0414783085e+00	-4.0785504393e+00	-4.3702997568e+00	-1.9623803879e-02	-9.0713634820e-05	-7.0414763977e+00	-7.2937329362e+00	1.7309464997e-04	8.6229436131e-01
5.1240000000e+01	-7.0414783085e+00	-4.0785520326e+00	-4.3706399219e+00	-1.4370618287e-02	-6.8488484113e-05	-7.0414769668e+00	-7.3021972320e+00	1.7123764194e-04	8.5379182855e-01
5.1260000000e+01	-7.0414783085e+00	-4.0785531748e+00	-4.3708738764e+00	-9.0116834276e-03	-4.5650536117e-05	-7.0414774606e+00	-7.3080175396e+00	1.6990810926e-04	8.4794500545e-01
5.1280000000e+01	-7.0414783085e+00	-4.0785538563e+00	-4.3710000433e+00	-3.6008657571e-03	-2.2458374825e-05	-7.0414778566e+00	-7.3111546760e+00	1.6911557572e-04	8.4479344500e-01
5.1300000000e+01	-7.0414783085e+00	-4.0785540725e+00	-4.3710179252e+00	1.8078312047e-03	8.2777946894e-07	-7.0414781509e+00	-7.3115963178e+00	1.6886406857e-04	8.4434118545e-01
5.1320000000e+01	-7.0414783085e+00	-4.0785537986e+00	-4.3709281018e+00	7.1608057753e-03	2.7956425190e-05	-7.0414783513e+00	-7.3093575794e+00	1.6909350742e-04	8.4617126469e-01
5.1340000000e+01	-7.0414783085e+00	-4.0785529017e+00	-4.3707322157e+00	1.2405423882e-02	6.2554602616e-05	-7.0414784725e+00	-7.3044828505e+00	1.6984423361e-04	8.5079445673e-01
5.1360000000e+01	-7.0414783085e+00	-4.0785512934e+00	-4.3704329484e+00	1.7490561409e-02	9.7685656612e-05	-7.0414785315e+00	-7.2970413768e+00	1.7118887623e-04	8.5839744937e-01
5.1380000000e+01	-7.0414783085e+00	-4.0785490308e+00	-4.3700339848e+00	2.2367045054e-02	1.2762668160e-04	-7.0414785457e+00	-7.2871238512e+00	1.7307697670e-04	8.6858287506e-01
5.1400000000e+01	-7.0414783085e+00	-4.0785462150e+00	-4.3695399703e+00	2.6988076353e-02	1.5364981799e-04	-7.0414785302e+00	-7.2748438828e+00	1.7542100339e-04	8.8094469088e-01
5.1420000000e+01	-7.0414783085e+00	-4.0785428851e+00	-4.3689564586e+00	3.1309689557e-02	1.7948789944e-04	-7.0414784979e+00	-7.2603393370e+00	1.7818474673e-04	8.9539478548e-01
5.1440000000e+01	-7.0414783085e+00	-4.0785390314e+00	-4.3682898509e+00	3.5291201967e-02	2.0582752833e-04	-7.0414784582e+00	-7.2437704869e+00	1.8137232721e-04	9.1196988287e-01
5.1460000000e+01	-7.0414783085e+00	-4.0785346634e+00	-4.3675473255e+00	3.8895603283e-02	2.3049568234e-04	-7.0414784180e+00	-7.2253165534e+00	1.8497100586e-04	9.3055156455e-01
5.1480000000e+01	-7.0414783085e+00	-4.0785298343e+00	-4.3667367618e+00	4.2089879950e-02	2.5182313009e-04	-7.0414783817e+00	-7.2051731873e+00	1.8893194927e-04	9.5085460049e-01
5.1500000000e+01	-7.0414783085e+00	-4.0785246110e+00	-4.3658666570e+00	4.4845300643e-02	2.7009241434e-04	-7.0414783514e+00	-7.1835511513e+00	1.9319569878e-04	9.7258955244e-01
5.1520000000e+01	-7.0414783085e+00	-4.0785190447e+00	-4.3649460379e+00	4.7137674098e-02	2.8621780334e-04	-7.0414783280e+00	-7.1606748289e+00	1.9771583911e-04	9.9554763509e-01
5.1540000000e+01	-7.0414783085e+00	-4.0785131759e+00	-4.3639843677e+00	4.8947566121e-02	3.0026533241e-04	-7.0414783114e+00	-7.1367797945e+00	2.0245550889e-04	1.0195469404e+00
5.1560000000e+01	-7.0414783085e+00	-4.0785070527e+00	-4.3629914496e+00	5.0260460693e-02	3.1153494636e-04	-7.0414783007e+00	-7.1121099246e+00	2.0737226282e-04	1.0443593605e+00
5.1580000000e+01	-7.0414783085e+00	-4.0785007368e+00	-4.3619773270e+00	5.1066864059e-02	3.1948292560e-04	-7.0414782948e+00	-7.0869147549e+00	2.1241342470e-04	1.0697100031e+00
5.1600000000e+01	-7.0414783085e+00	-4.0784942954e+00	-4.3609521823e+00	5.1362359164e-02	3.2412514905e-04	-7.0414782925e+00	-7.0614471710e+00	2.1752334651e-04	1.0953228892e+00
5.1620000000e+01	-7.0414783085e+00	-4.0784877923e+00	-4.3599262354e+00	5.1147614047e-02	3.2568885446e-04	-7.0414782927e+00	-7.0359610774e+00	2.2265026980e-04	1.1209465160e+00
5.1640000000e+01	-7.0414783085e+00	-4.0784812882e+00	-4.3589096423e+00	5.0428341621e-02	3.2420095537e-04	-7.0414782944e+00	-7.0107088539e+00	2.2774597017e-04	1.1463422078e+00
5.1660000000e+01	-7.0414783085e+00	-4.0784748457e+00	-4.3579123952e+00	4.9215207873e-02	3.1949142629e-04	-7.0414782969e+00	-6.9859387363e+00	2.3276204333e-04	1.1712657636e+00
5.1680000000e+01	-7.0414783085e+00	-4.0784685308e+00	-4.3569442243e+00	4.7523689644e-02	3.1144493532e-04	-7.0414782997e+00	-6.9618923365e+00	2.3764876449e-04	1.1954676973e+00
5.1700000000e+01	-7.0414783085e+00	-4.0784624097e+00	-4.3560145038e+00	4.5373885934e-02	3.0013170759e-04	-7.0414783023e+00	-6.9388023519e+00	2.4235724462e-04	1.2187069271e+00
5.1720000000e+01	-7.0414783085e+00	-4.0784565461e+00	-4.3551321617e+00	4.2790286155e-02	2.8572626917e-04	-7.0414783046e+00	-6.9168903894e+00	2.4684174488e-04	1.2407602941e+00
5.1740000000e+01	-7.0414783085e+00	-4.0784510002e+00	-4.3543055945e+00	3.9801497302e-02	2.6838643405e-04	-7.0414783064e+00	-6.8963648559e+00	2.5106008291e-04	1.2614217328e+00
5.1760000000e+01	-7.0414783085e+00	-4.0784458294e+00	-4.3535425878e+00	3.6439931952e-02	2.4823845370e-04	-7.0414783078e+00	-6.8774189589e+00	2.5497290416e-04	1.2804982892e+00
5.1780000000e+01	-7.0414783085e+00	-4.0784410884e+00	-4.3528502439e+00	3.2741460313e-02	2.2544284433e-04	-7.0414783087e+00	-6.8602288888e+00	2.5854346103e-04	1.2978105086e+00
5.1800000000e+01	-7.0414783085e+00	-4.0784368278e+00	-4.3522349163e+00	2.8745030583e-02	2.0023881133e-04	-7.0414783092e+00	-6.8449522142e+00	2.6173832091e-04	1.3131969456e+00
5.1820000000e+01	-7.0414783085e+00	-4.0784330929e+00	-4.3517021521e+00	2.4492262051e-02	1.7292657151e-04	-7.0414783095e+00	-6.8317264811e+00	2.6452823986e-04	1.3265181032e+00
5.1840000000e+01	-7.0414783085e+00	-4.0784299226e+00	-4.3512566428e+00	2.0027015023e-02	1.4382717291e-04	-7.0414783096e+00	-6.8206680039e+00	2.6688852082e-04	1.3376573260e+00
5.1860000000e+01	-7.0414783085e+00	-4.0784273495e+00	-4.3509021840e+00	1.5394941665e-02	1.1326699366e-04	-7.0414783095e+00	-6.8118708615e+00	2.6879893631e-04	1.3465201027e+00
5.1880000000e+01	-7.0414783085e+00	-4.0784253994e+00	-4.3506416443e+00	1.0643022219e-02	8.1589316011e-05	-7.0414783093e+00	-6.8054061219e+00	2.7024367573e-04	1.3530341086e+00
5.1900000000e+01	-7.0414783085e+00	-4.0784240909e+00	-4.3504769433e+00	5.8190913891e-03	4.9165223654e-05	-7.0414783091e+00	-6.8013213080e+00	2.7121152869e-04	1.3571504187e+00
5.1920000000e+01	-7.0414783085e+00	-4.0784234352e+00	-4.3504090393e+00	9.7135979806e-04	1.6386489648e-05	-7.0414783090e+00	-6.7996401028e+00	2.7169613951e-04	1.3588446843e+00
5.1940000000e+01	-7.0414783085e+00	-4.0784234298e+00	-4.3504379267e+00	-3.8520644507e-03	-1.4643144361e-05	-7.0414783088e+00	-6.8003624224e+00	2.7166013985e-04	1.3577459240e+00
5.1960000000e+01	-7.0414783085e+00	-4.0784239199e+00	-4.3505626425e+00	-8.6036210958e-03	-3.2134099977e-05	-7.0414783086e+00	-6.8034680664e+00	2.7104218495e-04	1.3539940538e+00
5.1980000000e+01	-7.0414783085e+00	-4.0784246835e+00	-4.3507812813e+00	-1.3236684753e-02	-4.4794905211e-05	-7.0414783085e+00	-6.8089149435e+00	2.7007988293e-04	1.3487043411e+00
5.2000000000e+01	-7.0414783085e+00	-4.0784257547e+00	-4.3510910184e+00	-1.7706087183e-02	-6.3257388053e-05	-7.0414783085e+00	-6.8166315930e+00	2.6873123647e-04	1.3412649352e+00
5.2020000000e+01	-7.0414783085e+00	-4.0784272244e+00	-4.3514881453e+00	-2.1968648686e-02	-8.3319460284e-05	-7.0414783084e+00	-6.8265230227e+00	2.6688309817e-04	1.3312703017e+00
5.2040000000e+01	-7.0414783085e+00	-4.0784290606e+00	-4.3519681128e+00	-2.5983565667e-02	-9.9650995767e-05	-7.0414783084e+00	-6.8384763053e+00	2.6457772675e-04	1.3191335795e+00
5.2060000000e+01	-7.0414783085e+00	-4.0784311958e+00	-4.3525255824e+00	-2.9712754184e-02	-1.1379369579e-04	-7.0414783084e+00	-6.8523596643e+00	2.6190205804e-04	1.3052310928e+00
5.2080000000e+01	-7.0414783085e+00	-4.0784336143e+00	-4.3531544840e+00	-3.3121219580e-02	-1.2808875055e-04	-7.0414783084e+00	-6.8680217440e+00	2.5887804581e-04	1.2895846411e+00
5.2100000000e+01	-7.0414783085e+00	-4.0784363150e+00	-4.3538480818e+00	-3.6177403225e-02	-1.4172272457e-04	-7.0414783084e+00	-6.8852941697e+00	2.5550944752e-04	1.2722439062e+00
5.2120000000e+01	-7.0414783085e+00	-4.0784392696e+00	-4.3545990451e+00	-3.8853467300e-02	-1.5338769571e-04	-7.0414783084e+00	-6.9039943883e+00	2.5183413144e-04	1.2534470788e+00
5.2140000000e+01	-7.0414783085e+00	-4.0784424383e+00	-4.3553995262e+00	-4.1125534702e-02	-1.6323731241e-04	-7.0414783084e+00	-6.9239271971e+00	2.4790410071e-04	1.2334478975e+00
5.2160000000e+01	-7.0414783085e+00	-4.0784457903e+00	-4.3562412409e+00	-4.2973899556e-02	-1.7174182551e-04	-7.0414783084e+00	-6.9448862637e+00	2.4375976532e-04	1.2124303746e+00
5.2180000000e+01	-7.0414783085e+00	-4.0784492979e+00	-4.3571155541e+00	-4.4383198151e-02	-1.7872267564e-04	-7.0414783084e+00	-6.9666564055e+00	2.3943740112e-04	1.1905819766e+00
5.2200000000e+01	-7.0414783085e+00	-4.0784529267e+00	-4.3580135680e+00	-4.5342530331e-02	-1.8383716728e-04	-7.0414783084e+00	-6.9890160330e+00	2.3498089327e-04	1.1681340546e+00
5.2220000000e+01	-7.0414783085e+00	-4.0784566387e+00	-4.3589262121e+00	-4.5845533907e-02	-1.8705776541e-04	-7.0414783084e+00	-7.0117393348e+00	2.3043829120e-04	1.1453269464e+00
5.2240000000e+01	-7.0414783085e+00	-4.0784603970e+00	-4.3598443342e+00	-4.5890415871e-02	-1.8847546841e-04	-7.0414783085e+00	-7.0345984297e+00	2.2585550431e-04	1.1223859018e+00
5.2260000000e+01	-7.0414783085e+00	-4.0784641656e+00	-4.3607587920e+00	-4.5479939076e-02	-1.8806438916e-04	-7.0414783085e+00	-7.0573656616e+00	2.2127688388e-04	1.0995326695e+00
5.2280000000e+01	-7.0414783085e+00	-4.0784679070e+00	-4.3616605435e+00	-4.4621362767e-02	-1.8575972287e-04	-7.0414783085e+00	-7.0798159129e+00	2.1674757469e-04	1.0769943597e+00
5.2300000000e+01	-7.0414783085e+00	-4.0784715834e+00	-4.3625407359e+00	-4.3326338397e-02	-1.8157514082e-04	-7.0414783085e+00	-7.1017288133e+00	2.1231277617e-04	1.0549955057e+00
5.2320000000e+01	-7.0414783085e+00	-4.0784751579e+00	-4.3633907924e+00	-4.1610763090e-02	-1.7557557191e-04	-7.0414783085e+00	-7.1228908641e+00	2.0801596600e-04	1.0337502479e+00
5.2340000000e+01	-7.0414783085e+00	-4.0784785947e+00	-4.3642024950e+00	-3.9494592329e-02	-1.6782011583e-04	-7.0414783085e+00	-7.1430975063e+00	2.0389851324e-04	1.0134625046e+00
5.2360000000e+01	-7.0414783085e+00	-4.0784818594e+00	-4.3649680633e+00	-3.7001613558e-02	-1.5837052053e-04	-7.0414783085e+00	-7.1621550977e+00	1.9999991256e-04	9.9432685168e-01
5.2380000000e+01	-7.0414783085e+00	-4.0784849188e+00	-4.3656802291e+00	-3.4159183245e-02	-1.4731888908e-04	-7.0414783085e+00	-7.1798827563e+00	1.9635744290e-04	9.7652584352e-01
5.2400000000e+01	-7.0414783085e+00	-4.0784877423e+00	-4.3663323045e+00	-3.0997930515e-02	-1.3478547914e-04	-7.0414783085e+00	-7.1961140556e+00	1.9300551606e-04	9.6022686219e-01
5.2420000000e+01	-7.0414783085e+00	-4.0784903013e+00	-4.3669182441e+00	-2.7551430540e-02	-1.2090417375e-04	-7.0414783085e+00	-7.2106985705e+00	1.8997530933e-04	9.4558081392e-01
5.2440000000e+01	-7.0414783085e+00	-4.0784925704e+00	-4.3674327007e+00	-2.3855851021e-02	-1.0582062865e-04	-7.0414783085e+00	-7.2235032569e+00	1.8729461530e-04	9.3272144605e-01
5.2460000000e+01	-7.0414783085e+00	-4.0784945272e+00	-4.3678710731e+00	-1.9949575444e-02	-8.9697094550e-05	-7.0414783085e+00	-7.2344136481e+00	1.8498762380e-04	9.2176408112e-01
5.2480000000e+01	-7.0414783085e+00	-4.0784961525e+00	-4.3682295468e+00	-1.5872807061e-02	-7.2711353406e-05	-7.0414783085e+00	-7.2433348557e+00	1.8307464324e-04	9.1280425129e-01
5.2500000000e+01	-7.0414783085e+00	-4.0784974311e+00	-4.3685051259e+00	-1.1667157671e-02	-5.5051414363e-05	-7.0414783085e+00	-7.2501923706e+00	1.8157190177e-04	9.0591687370e-01
5.2520000000e+01	-7.0414783085e+00	-4.0784983514e+00	-4.3686956577e+00	-7.3752253379e-03	-3.6912251259e-05	-7.0414783085e+00	-7.2549326583e+00	1.8049144182e-04	9.0115581289e-01
5.2540000000e+01	-7.0414783085e+00	-4.0784989058e+00	-4.3687998474e+00	-3.0401653163e-03	-1.8494513643e-05	-7.0414783085e+00	-7.2575235415e+00	1.7984104343e-04	8.9855351263e-01
5.2560000000e+01	-7.0414783085e+00	-4.0784990907e+00	-4.3688172654e+00	1.2947415275e-03	-2.2283500020e-09	-7.0414783085e+00	-7.2579543687e+00	1.7962416422e-04	8.9812074260e-01
5.2580000000e+01	-7.0414783085e+00	-4.0784988872e+00	-4.3687483454e+00	5.5865208093e-03	2.1514260625e-05	-7.0414783085e+00	-7.2562364568e+00	1.7979250690e-04	8.9949745816e-01
5.2600000000e+01	-7.0414783085e+00	-4.0784981844e+00	-4.3685943738e+00	9.7929589844e-03	4.9522904935e-05	-7.0414783085e+00	-7.2524047352e+00	1.8037359069e-04	9.0309844484e-01
5.2620000000e+01	-7.0414783085e+00	-4.0784969011e+00	-4.3683574698e+00	1.3873042447e-02	7.8347341579e-05	-7.0414783085e+00	-7.2465142167e+00	1.8143364280e-04	9.0911250790e-01
5.2640000000e+01	-7.0414783085e+00	-4.0784950809e+00	-4.3680405580e+00	1.7787310577e-02	1.0285159908e-04	-7.0414783085e+00	-7.2386369262e+00	1.8293499293e-04	9.1722291000e-01
5.2660000000e+01	-7.0414783085e+00	-4.0784928112e+00	-4.3676473338e+00	2.1498191332e-02	1.2382621245e-04	-7.0414783085e+00	-7.2288630657e+00	1.8480346112e-04	9.2707818140e-01
5.2680000000e+01	-7.0414783085e+00	-4.0784901291e+00	-4.3671822223e+00	2.4970366785e-02	1.4451093340e-04	-7.0414783085e+00	-7.2173023291e+00	1.8700608943e-04	9.3859344905e-01
5.2700000000e+01	-7.0414783085e+00	-4.0784870265e+00	-4.3666503291e+00	2.8171136988e-02	1.6573466821e-04	-7.0414783085e+00	-7.2040825669e+00	1.8954703875e-04	9.5180933116e-01
5.2720000000e+01	-7.0414783085e+00	-4.0784835080e+00	-4.3660573853e+00	3.1070735482e-02	1.8572655254e-04	-7.0414783085e+00	-7.1893469318e+00	1.9241934782e-04	9.6664693398e-01
5.2740000000e+01	-7.0414783085e+00	-4.0784796163e+00	-4.3654096854e+00	3.3642590141e-02	2.0294403609e-04	-7.0414783085e+00	-7.1732517272e+00	1.9558506821e-04	9.8287882138e-01
5.2760000000e+01	-7.0414783085e+00	-4.0784754080e+00	-4.3647140218e+00	3.5863551355e-02	2.1752755706e-04	-7.0414783085e+00	-7.1559653452e+00	1.9899508908e-04	1.0002634841e+00
5.2780000000e+01	-7.0414783085e+00	-4.0784709271e+00	-4.3639776137e+00	3.7714099121e-02	2.3030132799e-04	-7.0414783085e+00	-7.1376671634e+00	2.0261078465e-04	1.0186284684e+00
5.2800000000e+01	-7.0414783085e+00	-4.0784662068e+00	-4.3632080329e+00	3.9178519089e-02	2.4142347907e-04	-7.0414783085e+00	-7.1185456533e+00	2.0640291691e-04	1.0378319368e+00
5.2820000000e+01	-7.0414783085e+00	-4.0784612850e+00	-4.3624131265e+00	4.0245034030e-02	2.5033290205e-04	-7.0414783085e+00	-7.0987960381e+00	2.1033859107e-04	1.0576965689e+00
5.2840000000e+01	-7.0414783085e+00	-4.0784562116e+00	-4.3616009368e+00	4.0905888765e-02	2.5653484380e-04	-7.0414783085e+00	-7.0786181303e+00	2.1437599240e-04	1.0780024365e+00
5.2860000000e+01	-7.0414783085e+00	-4.0784510417e+00	-4.3607796208e+00	4.1157394757e-02	2.6002235240e-04	-7.0414783085e+00	-7.0582144779e+00	2.1847003537e-04	1.0985251762e+00
5.2880000000e+01	-7.0414783085e+00	-4.0784458273e+00	-4.3599573684e+00	4.0999938165e-02	2.6101605648e-04	-7.0414783085e+00	-7.0377885264e+00	2.2257875251e-04	1.1190614243e+00
5.2900000000e+01	-7.0414783085e+00	-4.0784406172e+00	-4.3591423211e+00	4.0437949424e-02	2.5958163186e-04	-7.0414783085e+00	-7.0175425965e+00	2.2666355077e-04	1.1394209342e+00
5.2920000000e+01	-7.0414783085e+00	-4.0784354611e+00	-4.3583424921e+00	3.9479831561e-02	2.5559428121e-04	-7.0414783085e+00	-6.9976757759e+00	2.3068594777e-04	1.1594095135e+00
5.2940000000e+01	-7.0414783085e+00	-4.0784304112e+00	-4.3575656877e+00	3.8137847758e-02	2.4895336981e-04	-7.0414783085e+00	-6.9783819142e+00	2.3460618285e-04	1.1788271687e+00
5.2960000000e+01	-7.0414783085e+00	-4.0784255203e+00	-4.3568194316e+00	3.6427971445e-02	2.3971664234e-04	-7.0414783085e+00	-6.9598477833e+00	2.3838488815e-04	1.1974795121e+00
5.2980000000e+01	-7.0414783085e+00	-4.0784208388e+00	-4.3561108922e+00	3.4369701895e-02	2.2804122950e-04	-7.0414783085e+00	-6.9422513371e+00	2.4198520572e-04	1.2151868570e+00
5.3000000000e+01	-7.0414783085e+00	-4.0784164139e+00	-4.3554468148e+00	3.1985846937e-02	2.1407134411e-04	-7.0414783085e+00	-6.9257600217e+00	2.4537327866e-04	1.2317840202e+00
5.3020000000e+01	-7.0414783085e+00	-4.0784122905e+00	-4.3548334571e+00	2.9302274210e-02	1.9791448181e-04	-7.0414783085e+00	-6.9105291653e+00	2.4851759153e-04	1.2471164800e+00
5.3040000000e+01	-7.0414783085e+00	-4.0784085111e+00	-4.3542765315e+00	2.6347633375e-02	1.7969698656e-04	-7.0414783085e+00	-6.8967005100e+00	2.5138865650e-04	1.2610400846e+00
5.3060000000e+01	-7.0414783085e+00	-4.0784051151e+00	-4.3537811518e+00	2.3153052752e-02	1.5960786374e-04	-7.0414783085e+00	-6.8844009186e+00	2.5395955795e-04	1.2734247560e+00
5.3080000000e+01	-7.0414783085e+00	-4.0784021376e+00	-4.3533517875e+00	1.9751813957e-02	1.3788685967e-04	-7.0414783085e+00	-6.8737412461e+00	2.5620672339e-04	1.2841580523e+00
5.3100000000e+01	-7.0414783085e+00	-4.0783996088e+00	-4.3529922234e+00	1.6179007866e-02	1.1478845409e-04	-7.0414783085e+00	-6.8648153646e+00	2.5811025952e-04	1.2931460339e+00
5.3120000000e+01	-7.0414783085e+00	-4.0783975536e+00	-4.3527055276e+00	1.2471175117e-02	9.0566312270e-05	-7.0414783085e+00	-6.8576993498e+00	2.5965387298e-04	1.3003125392e+00
5.3140000000e+01	-7.0414783085e+00	-4.0783959919e+00	-4.3524940259e+00	8.6659347093e-03	6.5483531429e-05	-7.0414783085e+00	-6.8524508507e+00	2.6082479046e-04	1.3055990478e+00
5.3160000000e+01	-7.0414783085e+00	-4.0783949381e+00	-4.3523592842e+00	4.8016045453e-03	3.9824136504e-05	-7.0414783085e+00	-6.8491086525e+00	2.6161389749e-04	1.3089656677e+00
