# t	u	y	glucose	insulin	remote_insulin_effect	infusion_rate	meal_disturbance
# model_name=glucose_insulin_bergman, controlled_output=glucose_deviation, dt=0.1 sec, dt_sim=0.01 sec, input_type=random_steps, preg_blackbox_enabled=False, r_preg=-0.05, Gb=5.5, Ib=10, U0=0, U_gain=2.2, tau_pump=0.2, p1=0.025, p2=0.03, p3=0.0012, n=0.1, V_I=12, meal_amp=0.12, meal_time=45, meal_tau=14
7.8150000000e+02	-1.4082956617e+00	-6.7482777869e-01	4.8251722213e+00	1.0100744064e+01	3.0998071900e-03	1.2415517224e-01	0.0000000000e+00
7.8160000000e+02	-1.4082956617e+00	-6.7463736026e-01	4.8253626397e+00	1.0100771114e+01	3.1025944996e-03	1.2415517224e-01	0.0000000000e+00
7.8170000000e+02	-1.4082956617e+00	-6.7444881806e-01	4.8255511819e+00	1.0100797896e+01	3.1053766848e-03	1.2415517224e-01	0.0000000000e+00
7.8180000000e+02	-1.4082956617e+00	-6.7426214446e-01	4.8257378555e+00	1.0100824410e+01	3.1081537289e-03	1.2415517224e-01	0.0000000000e+00
7.8190000000e+02	-1.4082956617e+00	-6.7407733182e-01	4.8259226682e+00	1.0100850661e+01	3.1109256155e-03	1.2415517224e-01	0.0000000000e+00
7.8200000000e+02	-1.4082956617e+00	-6.7389437255e-01	4.8261056274e+00	1.0100876651e+01	3.1136923286e-03	1.2415517224e-01	0.0000000000e+00
7.8210000000e+02	-1.4082956617e+00	-6.7371325904e-01	4.8262867410e+00	1.0100902382e+01	3.1164538526e-03	1.2415517224e-01	0.0000000000e+00
7.8220000000e+02	-1.4082956617e+00	-6.7353398371e-01	4.8264660163e+00	1.0100927857e+01	3.1192101721e-03	1.2415517224e-01	0.0000000000e+00
7.8230000000e+02	-1.4082956617e+00	-6.7335653898e-01	4.8266434610e+00	1.0100953078e+01	3.1219612723e-03	1.2415517224e-01	0.0000000000e+00
7.8240000000e+02	-1.4082956617e+00	-6.7318091729e-01	4.8268190827e+00	1.0100978049e+01	3.1247071385e-03	1.2415517224e-01	0.0000000000e+00
7.8250000000e+02	-1.4082956617e+00	-6.7300711109e-01	4.8269928889e+00	1.0101002771e+01	3.1274477565e-03	1.2415517224e-01	0.0000000000e+00
7.8260000000e+02	-1.4082956617e+00	-6.7283511284e-01	4.8271648872e+00	1.0101027247e+01	3.1301831124e-03	1.2415517224e-01	0.0000000000e+00
7.8270000000e+02	-1.4082956617e+00	-6.7266491502e-01	4.8273350850e+00	1.0101051480e+01	3.1329131927e-03	1.2415517224e-01	0.0000000000e+00
7.8280000000e+02	-1.4082956617e+00	-6.7249651012e-01	4.8275034899e+00	1.0101075471e+01	3.1356379841e-03	1.2415517224e-01	0.0000000000e+00
7.8290000000e+02	-1.4082956617e+00	-6.7232989064e-01	4.8276701094e+00	1.0101099224e+01	3.1383574737e-03	1.2415517224e-01	0.0000000000e+00
7.8300000000e+02	-1.4082956617e+00	-6.7216504909e-01	4.8278349509e+00	1.0101122741e+01	3.1410716489e-03	1.2415517224e-01	0.0000000000e+00
7.8310000000e+02	-1.4082956617e+00	-6.7200197800e-01	4.8279980220e+00	1.0101146023e+01	3.1437804975e-03	1.2415517224e-01	0.0000000000e+00
7.8320000000e+02	-1.4082956617e+00	-6.7184066992e-01	4.8281593301e+00	1.0101169074e+01	3.1464840075e-03	1.2415517224e-01	0.0000000000e+00
7.8330000000e+02	-1.4082956617e+00	-6.7168111739e-01	4.8283188826e+00	1.0101191895e+01	3.1491821673e-03	1.2415517224e-01	0.0000000000e+00
7.8340000000e+02	-1.4082956617e+00	-6.7152331300e-01	4.8284766870e+00	1.0101214489e+01	3.1518749656e-03	1.2415517224e-01	0.0000000000e+00
7.8350000000e+02	-1.4082956617e+00	-6.7136724932e-01	4.8286327507e+00	1.0101236859e+01	3.1545623914e-03	1.2415517224e-01	0.0000000000e+00
7.8360000000e+02	-1.4082956617e+00	-6.7121291894e-01	4.8287870811e+00	1.0101259006e+01	3.1572444339e-03	1.2415517224e-01	0.0000000000e+00
7.8370000000e+02	-1.4082956617e+00	-6.7106031449e-01	4.8289396855e+00	1.0101280932e+01	3.1599210828e-03	1.2415517224e-01	0.0000000000e+00
7.8380000000e+02	-1.4082956617e+00	-6.7090942858e-01	4.8290905714e+00	1.0101302641e+01	3.1625923279e-03	1.2415517224e-01	0.0000000000e+00
7.8390000000e+02	-1.4082956617e+00	-6.7076025385e-01	4.8292397461e+00	1.0101324133e+01	3.1652581594e-03	1.2415517224e-01	0.0000000000e+00
7.8400000000e+02	-1.4082956617e+00	-6.7061278297e-01	4.8293872170e+00	1.0101345412e+01	3.1679185677e-03	1.2415517224e-01	0.0000000000e+00
7.8410000000e+02	-1.4082956617e+00	-6.7046700858e-01	4.8295329914e+00	1.0101366479e+01	3.1705735437e-03	1.2415517224e-01	0.0000000000e+00
7.8420000000e+02	-1.4082956617e+00	-6.7032292339e-01	4.8296770766e+00	1.0101387336e+01	3.1732230784e-03	1.2415517224e-01	0.0000000000e+00
7.8430000000e+02	-1.4082956617e+00	-6.7018052009e-01	4.8298194799e+00	1.0101407985e+01	3.1758671630e-03	1.2415517224e-01	0.0000000000e+00
7.8440000000e+02	-1.4082956617e+00	-6.7003979138e-01	4.8299602086e+00	1.0101428430e+01	3.1785057891e-03	1.2415517224e-01	0.0000000000e+00
7.8450000000e+02	-1.4082956617e+00	-6.6990073001e-01	4.8300992700e+00	1.0101448670e+01	3.1811389487e-03	1.2415517224e-01	0.0000000000e+00
7.8460000000e+02	-1.4082956617e+00	-6.6976332870e-01	4.8302366713e+00	1.0101468710e+01	3.1837666337e-03	1.2415517224e-01	0.0000000000e+00
7.8470000000e+02	-1.4082956617e+00	-6.6962758022e-01	4.8303724198e+00	1.0101488550e+01	3.1863888367e-03	1.2415517224e-01	0.0000000000e+00
7.8480000000e+02	-1.4082956617e+00	-6.6949347734e-01	4.8305065227e+00	1.0101508192e+01	3.1890055502e-03	1.2415517224e-01	0.0000000000e+00
7.8490000000e+02	-1.4082956617e+00	-6.6936101286e-01	4.8306389871e+00	1.0101527639e+01	3.1916167672e-03	1.2415517224e-01	0.0000000000e+00
7.8500000000e+02	-1.4082956617e+00	-6.6923017956e-01	4.8307698204e+00	1.0101546893e+01	3.1942224809e-03	1.2415517224e-01	0.0000000000e+00
7.8510000000e+02	-1.4082956617e+00	-6.6910097028e-01	4.8308990297e+00	1.0101565955e+01	3.1968226845e-03	1.2415517224e-01	0.0000000000e+00
7.8520000000e+02	-1.4082956617e+00	-6.6897337784e-01	4.8310266222e+00	1.0101584827e+01	3.1994173719e-03	1.2415517224e-01	0.0000000000e+00
7.8530000000e+02	-1.4082956617e+00	-6.6884739511e-01	4.8311526049e+00	1.0101603512e+01	3.2020065369e-03	1.2415517224e-01	0.0000000000e+00
7.8540000000e+02	-1.4082956617e+00	-6.6872301494e-01	4.8312769851e+00	1.0101622011e+01	3.2045901736e-03	1.2415517224e-01	0.0000000000e+00
7.8550000000e+02	-1.4082956617e+00	-6.6860023021e-01	4.8313997698e+00	1.0101640325e+01	3.2071682766e-03	1.2415517224e-01	0.0000000000e+00
7.8560000000e+02	-1.4082956617e+00	-6.6847903384e-01	4.8315209662e+00	1.0101658458e+01	3.2097408403e-03	1.2415517224e-01	0.0000000000e+00
7.8570000000e+02	-1.4082956617e+00	-6.6835941872e-01	4.8316405813e+00	1.0101676410e+01	3.2123078597e-03	1.2415517224e-01	0.0000000000e+00
7.8580000000e+02	-1.4082956617e+00	-6.6824137779e-01	4.8317586222e+00	1.0101694183e+01	3.2148693298e-03	1.2415517224e-01	0.0000000000e+00
7.8590000000e+02	-1.4082956617e+00	-6.6812490400e-01	4.8318750960e+00	1.0101711779e+01	3.2174252461e-03	1.2415517224e-01	0.0000000000e+00
7.8600000000e+02	-1.4082956617e+00	-6.6800999031e-01	4.8319900097e+00	1.0101729201e+01	3.2199756039e-03	1.2415517224e-01	0.0000000000e+00
7.8610000000e+02	-1.4082956617e+00	-6.6789662970e-01	4.8321033703e+00	1.0101746449e+01	3.2225203992e-03	1.2415517224e-01	0.0000000000e+00
7.8620000000e+02	-1.4082956617e+00	-6.6778481517e-01	4.8322151848e+00	1.0101763525e+01	3.2250596280e-03	1.2415517224e-01	0.0000000000e+00
7.8630000000e+02	-1.4082956617e+00	-6.6767453972e-01	4.8323254603e+00	1.0101780432e+01	3.2275932863e-03	1.2415517224e-01	0.0000000000e+00
7.8640000000e+02	-1.4082956617e+00	-6.6756579639e-01	4.8324342036e+00	1.0101797170e+01	3.2301213707e-03	1.2415517224e-01	0.0000000000e+00
7.8650000000e+02	-1.4082956617e+00	-6.6745857822e-01	4.8325414218e+00	1.0101813742e+01	3.2326438778e-03	1.2415517224e-01	0.0000000000e+00
7.8660000000e+02	-1.4082956617e+00	-6.6735287828e-01	4.8326471217e+00	1.0101830149e+01	3.2351608044e-03	1.2415517224e-01	0.0000000000e+00
7.8670000000e+02	-1.4082956617e+00	-6.6724868964e-01	4.8327513104e+00	1.0101846392e+01	3.2376721477e-03	1.2415517224e-01	0.0000000000e+00
7.8680000000e+02	-1.4082956617e+00	-6.6714600540e-01	4.8328539946e+00	1.0101862474e+01	3.2401779048e-03	1.2415517224e-01	0.0000000000e+00
7.8690000000e+02	-1.4082956617e+00	-6.6704481866e-01	4.8329551813e+00	1.0101878396e+01	3.2426780732e-03	1.2415517224e-01	0.0000000000e+00
7.8700000000e+02	-1.4082956617e+00	-6.6694512257e-01	4.8330548774e+00	1.0101894160e+01	3.2451726507e-03	1.2415517224e-01	0.0000000000e+00
7.8710000000e+02	-1.4082956617e+00	-6.6684691027e-01	4.8331530897e+00	1.0101909766e+01	3.2476616350e-03	1.2415517224e-01	0.0000000000e+00
7.8720000000e+02	-1.4082956617e+00	-6.6675017492e-01	4.8332498251e+00	1.0101925218e+01	3.2501450242e-03	1.2415517224e-01	0.0000000000e+00
7.8730000000e+02	-1.4082956617e+00	-6.6665490970e-01	4.8333450903e+00	1.0101940515e+01	3.2526228165e-03	1.2415517224e-01	0.0000000000e+00
7.8740000000e+02	-1.4082956617e+00	-6.6656110781e-01	4.8334388922e+00	1.0101955661e+01	3.2550950105e-03	1.2415517224e-01	0.0000000000e+00
7.8750000000e+02	-1.4082956617e+00	-6.6646876247e-01	4.8335312375e+00	1.0101970656e+01	3.2575616046e-03	1.2415517224e-01	0.0000000000e+00
7.8760000000e+02	-1.4082956617e+00	-6.6637786690e-01	4.8336221331e+00	1.0101985501e+01	3.2600225978e-03	1.2415517224e-01	0.0000000000e+00
7.8770000000e+02	-1.4082956617e+00	-6.6628841436e-01	4.8337115856e+00	1.0102000199e+01	3.2624779890e-03	1.2415517224e-01	0.0000000000e+00
7.8780000000e+02	-1.4082956617e+00	-6.6620039812e-01	4.8337996019e+00	1.0102014750e+01	3.2649277773e-03	1.2415517224e-01	0.0000000000e+00
7.8790000000e+02	-1.4082956617e+00	-6.6611381145e-01	4.8338861885e+00	1.0102029157e+01	3.2673719622e-03	1.2415517224e-01	0.0000000000e+00
7.8800000000e+02	-1.4082956617e+00	-6.6602864767e-01	4.8339713523e+00	1.0102043421e+01	3.2698105432e-03	1.2415517224e-01	0.0000000000e+00
7.8810000000e+02	-1.4082956617e+00	-6.6594490009e-01	4.8340550999e+00	1.0102057542e+01	3.2722435198e-03	1.2415517224e-01	0.0000000000e+00
7.8820000000e+02	-1.4082956617e+00	-6.6586256205e-01	4.8341374380e+00	1.0102071523e+01	3.2746708921e-03	1.2415517224e-01	0.0000000000e+00
7.8830000000e+02	-1.4082956617e+00	-6.6578162690e-01	4.8342183731e+00	1.0102085365e+01	3.2770926601e-03	1.2415517224e-01	0.0000000000e+00
7.8840000000e+02	-1.4082956617e+00	-6.6570208802e-01	4.8342979120e+00	1.0102099069e+01	3.2795088239e-03	1.2415517224e-01	0.0000000000e+00
7.8850000000e+02	-1.4082956617e+00	-6.6562393879e-01	4.8343760612e+00	1.0102112637e+01	3.2819193839e-03	1.2415517224e-01	0.0000000000e+00
7.8860000000e+02	-1.4082956617e+00	-6.6554717263e-01	4.8344528274e+00	1.0102126070e+01	3.2843243406e-03	1.2415517224e-01	0.0000000000e+00
7.8870000000e+02	-1.4082956617e+00	-6.6547178296e-01	4.8345282170e+00	1.0102139369e+01	3.2867236948e-03	1.2415517224e-01	0.0000000000e+00
7.8880000000e+02	-1.4082956617e+00	-6.6539776322e-01	4.8346022368e+00	1.0102152536e+01	3.2891174473e-03	1.2415517224e-01	0.0000000000e+00
7.8890000000e+02	-1.4082956617e+00	-6.6532510688e-01	4.8346748931e+00	1.0102165571e+01	3.2915055991e-03	1.2415517224e-01	0.0000000000e+00
7.8900000000e+02	-1.4082956617e+00	-6.6525380741e-01	4.8347461926e+00	1.0102178478e+01	3.2938881513e-03	1.2415517224e-01	0.0000000000e+00
7.8910000000e+02	-1.4082956617e+00	-6.6518385832e-01	4.8348161417e+00	1.0102191255e+01	3.2962651052e-03	1.2415517224e-01	0.0000000000e+00
7.8920000000e+02	-1.4082956617e+00	-6.6511525311e-01	4.8348847469e+00	1.0102203906e+01	3.2986364624e-03	1.2415517224e-01	0.0000000000e+00
7.8930000000e+02	-1.4082956617e+00	-6.6504798532e-01	4.8349520147e+00	1.0102216430e+01	3.3010022244e-03	1.2415517224e-01	0.0000000000e+00
7.8940000000e+02	-1.4082956617e+00	-6.6498204851e-01	4.8350179515e+00	1.0102228830e+01	3.3033623930e-03	1.2415517224e-01	0.0000000000e+00
7.8950000000e+02	-1.4082956617e+00	-6.6491743623e-01	4.8350825638e+00	1.0102241107e+01	3.3057169700e-03	1.2415517224e-01	0.0000000000e+00
7.8960000000e+02	-1.4082956617e+00	-6.6485414209e-01	4.8351458579e+00	1.0102253262e+01	3.3080659575e-03	1.2415517224e-01	0.0000000000e+00
7.8970000000e+02	-1.4082956617e+00	-6.6479215968e-01	4.8352078403e+00	1.0102265295e+01	3.3104093578e-03	1.2415517224e-01	0.0000000000e+00
7.8980000000e+02	-1.4082956617e+00	-6.6473148262e-01	4.8352685174e+00	1.0102277209e+01	3.3127471730e-03	1.2415517224e-01	0.0000000000e+00
7.8990000000e+02	-1.4082956617e+00	-6.6467210457e-01	4.8353278954e+00	1.0102289004e+01	3.3150794057e-03	1.2415517224e-01	0.0000000000e+00
7.9000000000e+02	-1.4082956617e+00	-6.6461401918e-01	4.8353859808e+00	1.0102300682e+01	3.3174060585e-03	1.2415517224e-01	0.0000000000e+00
7.9010000000e+02	-1.4082956617e+00	-6.6455722012e-01	4.8354427799e+00	1.0102312244e+01	3.3197271340e-03	1.2415517224e-01	0.0000000000e+00
7.9020000000e+02	-1.4082956617e+00	-6.6450170110e-01	4.8354982989e+00	1.0102323690e+01	3.3220426351e-03	1.2415517224e-01	0.0000000000e+00
7.9030000000e+02	-1.4082956617e+00	-6.6444745582e-01	4.8355525442e+00	1.0102335023e+01	3.3243525649e-03	1.2415517224e-01	0.0000000000e+00
7.9040000000e+02	-1.4082956617e+00	-6.6439447803e-01	4.8356055220e+00	1.0102346243e+01	3.3266569264e-03	1.2415517224e-01	0.0000000000e+00
7.9050000000e+02	-1.4082956617e+00	-6.6434276147e-01	4.8356572385e+00	1.0102357352e+01	3.3289557228e-03	1.2415517224e-01	0.0000000000e+00
7.9060000000e+02	-1.4082956617e+00	-6.6429229992e-01	4.8357077001e+00	1.0102368349e+01	3.3312489576e-03	1.2415517224e-01	0.0000000000e+00
7.9070000000e+02	-1.4082956617e+00	-6.6424308715e-01	4.8357569128e+00	1.0102379238e+01	3.3335366341e-03	1.2415517224e-01	0.0000000000e+00
7.9080000000e+02	-1.4082956617e+00	-6.6419511699e-01	4.8358048830e+00	1.0102390018e+01	3.3358187561e-03	1.2415517224e-01	0.0000000000e+00
7.9090000000e+02	-1.4082956617e+00	-6.6414838324e-01	4.8358516168e+00	1.0102400691e+01	3.3380953272e-03	1.2415517224e-01	0.0000000000e+00
7.9100000000e+02	-1.4082956617e+00	-6.6410287976e-01	4.8358971202e+00	1.0102411257e+01	3.3403663512e-03	1.2415517224e-01	0.0000000000e+00
7.9110000000e+02	-1.4082956617e+00	-6.6405860040e-01	4.8359413996e+00	1.0102421719e+01	3.3426318321e-03	1.2415517224e-01	0.0000000000e+00
7.9120000000e+02	-1.4082956617e+00	-6.6401553905e-01	4.8359844609e+00	1.0102432076e+01	3.3448917741e-03	1.2415517224e-01	0.0000000000e+00
7.9130000000e+02	-1.4082956617e+00	-6.6397368960e-01	4.8360263104e+00	1.0102442330e+01	3.3471461812e-03	1.2415517224e-01	0.0000000000e+00
7.9140000000e+02	-1.4082956617e+00	-6.6393304598e-01	4.8360669540e+00	1.0102452483e+01	3.3493950578e-03	1.2415517224e-01	0.0000000000e+00
7.9150000000e+02	-1.4082956617e+00	-6.6389360211e-01	4.8361063979e+00	1.0102462534e+01	3.3516384082e-03	1.2415517224e-01	0.0000000000e+00
7.9160000000e+02	-1.4082956617e+00	-6.6385535194e-01	4.8361446481e+00	1.0102472485e+01	3.3538762370e-03	1.2415517224e-01	0.0000000000e+00
7.9170000000e+02	-1.4082956617e+00	-6.6381828946e-01	4.8361817105e+00	1.0102482338e+01	3.3561085488e-03	1.2415517224e-01	0.0000000000e+00
7.9180000000e+02	-1.4082956617e+00	-6.6378240865e-01	4.8362175913e+00	1.0102492092e+01	3.3583353483e-03	1.2415517224e-01	0.0000000000e+00
7.9190000000e+02	-1.4082956617e+00	-6.6374770352e-01	4.8362522965e+00	1.0102501749e+01	3.3605566404e-03	1.2415517224e-01	0.0000000000e+00
7.9200000000e+02	-1.4082956617e+00	-6.6371416810e-01	4.8362858319e+00	1.0102511310e+01	3.3627724299e-03	1.2415517224e-01	0.0000000000e+00
7.9210000000e+02	-1.4082956617e+00	-6.6368179643e-01	4.8363182036e+00	1.0102520776e+01	3.3649827219e-03	1.2415517224e-01	0.0000000000e+00
7.9220000000e+02	-1.4082956617e+00	-6.6365058258e-01	4.8363494174e+00	1.0102530148e+01	3.3671875215e-03	1.2415517224e-01	0.0000000000e+00
7.9230000000e+02	-1.4082956617e+00	-6.6362052063e-01	4.8363794794e+00	1.0102539426e+01	3.3693868339e-03	1.2415517224e-01	0.0000000000e+00
7.9240000000e+02	-1.4082956617e+00	-6.6359160468e-01	4.8364083953e+00	1.0102548612e+01	3.3715806645e-03	1.2415517224e-01	0.0000000000e+00
7.9250000000e+02	-1.4082956617e+00	-6.6356382886e-01	4.8364361711e+00	1.0102557707e+01	3.3737690187e-03	1.2415517224e-01	0.0000000000e+00
7.9260000000e+02	-1.4082956617e+00	-6.6353718729e-01	4.8364628127e+00	1.0102566711e+01	3.3759519020e-03	1.2415517224e-01	0.0000000000e+00
7.9270000000e+02	-1.4082956617e+00	-6.6351167414e-01	4.8364883259e+00	1.0102575626e+01	3.3781293199e-03	1.2415517224e-01	0.0000000000e+00
7.9280000000e+02	-1.4082956617e+00	-6.6348728359e-01	4.8365127164e+00	1.0102584452e+01	3.3803012782e-03	1.2415517224e-01	0.0000000000e+00
7.9290000000e+02	-1.4082956617e+00	-6.6346400982e-01	4.8365359902e+00	1.0102593190e+01	3.3824677826e-03	1.2415517224e-01	0.0000000000e+00
7.9300000000e+02	-1.4082956617e+00	-6.6344184705e-01	4.8365581530e+00	1.0102601841e+01	3.3846288391e-03	1.2415517224e-01	0.0000000000e+00
7.9310000000e+02	-1.4082956617e+00	-6.6342078950e-01	4.8365792105e+00	1.0102610406e+01	3.3867844535e-03	1.2415517224e-01	0.0000000000e+00
7.9320000000e+02	-1.4082956617e+00	-6.6340083144e-01	4.8365991686e+00	1.0102618886e+01	3.3889346320e-03	1.2415517224e-01	0.0000000000e+00
7.9330000000e+02	-1.4082956617e+00	-6.6338196712e-01	4.8366180329e+00	1.0102627282e+01	3.3910793805e-03	1.2415517224e-01	0.0000000000e+00
7.9340000000e+02	-1.4082956617e+00	-6.6336419084e-01	4.8366358092e+00	1.0102635594e+01	3.3932187054e-03	1.2415517224e-01	0.0000000000e+00
7.9350000000e+02	-1.4082956617e+00	-6.6334749689e-01	4.8366525031e+00	1.0102643823e+01	3.3953526129e-03	1.2415517224e-01	0.0000000000e+00
7.9360000000e+02	-1.4082956617e+00	-6.6333187961e-01	4.8366681204e+00	1.0102651971e+01	3.3974811094e-03	1.2415517224e-01	0.0000000000e+00
7.9370000000e+02	-1.4082956617e+00	-6.6331733333e-01	4.8366826667e+00	1.0102660037e+01	3.3996042014e-03	1.2415517224e-01	0.0000000000e+00
7.9380000000e+02	-1.4082956617e+00	-6.6330385241e-01	4.8366961476e+00	1.0102668023e+01	3.4017218953e-03	1.2415517224e-01	0.0000000000e+00
7.9390000000e+02	-1.4082956617e+00	-6.6329143123e-01	4.8367085688e+00	1.0102675930e+01	3.4038341977e-03	1.2415517224e-01	0.0000000000e+00
7.9400000000e+02	-1.4082956617e+00	-6.6328006419e-01	4.8367199358e+00	1.0102683757e+01	3.4059411154e-03	1.2415517224e-01	0.0000000000e+00
7.9410000000e+02	-1.4082956617e+00	-6.6326974571e-01	4.8367302543e+00	1.0102691508e+01	3.4080426551e-03	1.2415517224e-01	0.0000000000e+00
7.9420000000e+02	-1.4082956617e+00	-6.6326047022e-01	4.8367395298e+00	1.0102699180e+01	3.4101388236e-03	1.2415517224e-01	0.0000000000e+00
7.9430000000e+02	-1.4082956617e+00	-6.6325223216e-01	4.8367477678e+00	1.0102706777e+01	3.4122296278e-03	1.2415517224e-01	0.0000000000e+00
7.9440000000e+02	-1.4082956617e+00	-6.6324502602e-01	4.8367549740e+00	1.0102714298e+01	3.4143150746e-03	1.2415517224e-01	0.0000000000e+00
7.9450000000e+02	-1.4082956617e+00	-6.6323884628e-01	4.8367611537e+00	1.0102721744e+01	3.4163951712e-03	1.2415517224e-01	0.0000000000e+00
7.9460000000e+02	-1.4082956617e+00	-6.6323368745e-01	4.8367663125e+00	1.0102729116e+01	3.4184699246e-03	1.2415517224e-01	0.0000000000e+00
7.9470000000e+02	-1.4082956617e+00	-6.6322954406e-01	4.8367704559e+00	1.0102736415e+01	3.4205393420e-03	1.2415517224e-01	0.0000000000e+00
7.9480000000e+02	-1.4082956617e+00	-6.6322641064e-01	4.8367735894e+00	1.0102743641e+01	3.4226034306e-03	1.2415517224e-01	0.0000000000e+00
7.9490000000e+02	-1.4082956617e+00	-6.6322428177e-01	4.8367757182e+00	1.0102750795e+01	3.4246621977e-03	1.2415517224e-01	0.0000000000e+00
7.9500000000e+02	-1.4082956617e+00	-6.6322315202e-01	4.8367768480e+00	1.0102757878e+01	3.4267156507e-03	1.2415517224e-01	0.0000000000e+00
7.9510000000e+02	-1.4082956617e+00	-6.6322301600e-01	4.8367769840e+00	1.0102764891e+01	3.4287637971e-03	1.2415517224e-01	0.0000000000e+00
7.9520000000e+02	-1.4082956617e+00	-6.6322386832e-01	4.8367761317e+00	1.0102771834e+01	3.4308066442e-03	1.2415517224e-01	0.0000000000e+00
7.9530000000e+02	-1.4082956617e+00	-6.6322570361e-01	4.8367742964e+00	1.0102778707e+01	3.4328441998e-03	1.2415517224e-01	0.0000000000e+00
7.9540000000e+02	-1.4082956617e+00	-6.6322851654e-01	4.8367714835e+00	1.0102785513e+01	3.4348764713e-03	1.2415517224e-01	0.0000000000e+00
7.9550000000e+02	-1.4082956617e+00	-6.6323230177e-01	4.8367676982e+00	1.0102792250e+01	3.4369034665e-03	1.2415517224e-01	0.0000000000e+00
7.9560000000e+02	-1.4082956617e+00	-6.6323705400e-01	4.8367629460e+00	1.0102798921e+01	3.4389251931e-03	1.2415517224e-01	0.0000000000e+00
7.9570000000e+02	-1.4082956617e+00	-6.6324276793e-01	4.8367572321e+00	1.0102805525e+01	3.4409416589e-03	1.2415517224e-01	0.0000000000e+00
7.9580000000e+02	-1.4082956617e+00	-6.6324943829e-01	4.8367505617e+00	1.0102812063e+01	3.4429528717e-03	1.2415517224e-01	0.0000000000e+00
7.9590000000e+02	-1.4082956617e+00	-6.6325705984e-01	4.8367429402e+00	1.0102818537e+01	3.4449588395e-03	1.2415517224e-01	0.0000000000e+00
7.9600000000e+02	-1.4082956617e+00	-6.6326562732e-01	4.8367343727e+00	1.0102824946e+01	3.4469595702e-03	1.2415517224e-01	0.0000000000e+00
7.9610000000e+02	-1.4082956617e+00	-6.6327513553e-01	4.8367248645e+00	1.0102831291e+01	3.4489550717e-03	1.2415517224e-01	0.0000000000e+00
7.9620000000e+02	-1.4082956617e+00	-6.6328557926e-01	4.8367144207e+00	1.0102837573e+01	3.4509453522e-03	1.2415517224e-01	0.0000000000e+00
7.9630000000e+02	-1.4082956617e+00	-6.6329695334e-01	4.8367030467e+00	1.0102843792e+01	3.4529304198e-03	1.2415517224e-01	0.0000000000e+00
7.9640000000e+02	-1.4082956617e+00	-6.6330925259e-01	4.8366907474e+00	1.0102849950e+01	3.4549102826e-03	1.2415517224e-01	0.0000000000e+00
7.9650000000e+02	-1.4082956617e+00	-6.6332247188e-01	4.8366775281e+00	1.0102856046e+01	3.4568849488e-03	1.2415517224e-01	0.0000000000e+00
7.9660000000e+02	-1.4082956617e+00	-6.6333660608e-01	4.8366633939e+00	1.0102862082e+01	3.4588544268e-03	1.2415517224e-01	0.0000000000e+00
7.9670000000e+02	-1.4082956617e+00	-6.6335165007e-01	4.8366483499e+00	1.0102868058e+01	3.4608187248e-03	1.2415517224e-01	0.0000000000e+00
7.9680000000e+02	-1.4082956617e+00	-6.6336759877e-01	4.8366324012e+00	1.0102873974e+01	3.4627778512e-03	1.2415517224e-01	0.0000000000e+00
7.9690000000e+02	-1.4082956617e+00	-6.6338444710e-01	4.8366155529e+00	1.0102879831e+01	3.4647318143e-03	1.2415517224e-01	0.0000000000e+00
7.9700000000e+02	-1.4082956617e+00	-6.6340219001e-01	4.8365978100e+00	1.0102885631e+01	3.4666806226e-03	1.2415517224e-01	0.0000000000e+00
7.9710000000e+02	-1.4082956617e+00	-6.6342082245e-01	4.8365791775e+00	1.0102891372e+01	3.4686242847e-03	1.2415517224e-01	0.0000000000e+00
7.9720000000e+02	-1.4082956617e+00	-6.6344033942e-01	4.8365596606e+00	1.0102897056e+01	3.4705628091e-03	1.2415517224e-01	0.0000000000e+00
7.9730000000e+02	-1.4082956617e+00	-6.6346073591e-01	4.8365392641e+00	1.0102902684e+01	3.4724962042e-03	1.2415517224e-01	0.0000000000e+00
7.9740000000e+02	-1.4082956617e+00	-6.6348200693e-01	4.8365179931e+00	1.0102908256e+01	3.4744244788e-03	1.2415517224e-01	0.0000000000e+00
7.9750000000e+02	-1.4082956617e+00	-6.6350414752e-01	4.8364958525e+00	1.0102913772e+01	3.4763476416e-03	1.2415517224e-01	0.0000000000e+00
7.9760000000e+02	-1.4082956617e+00	-6.6352715274e-01	4.8364728473e+00	1.0102919233e+01	3.4782657011e-03	1.2415517224e-01	0.0000000000e+00
7.9770000000e+02	-1.4082956617e+00	-6.6355101764e-01	4.8364489824e+00	1.0102924640e+01	3.4801786663e-03	1.2415517224e-01	0.0000000000e+00
7.9780000000e+02	-1.4082956617e+00	-6.6357573733e-01	4.8364242627e+00	1.0102929993e+01	3.4820865457e-03	1.2415517224e-01	0.0000000000e+00
7.9790000000e+02	-1.4082956617e+00	-6.6360130690e-01	4.8363986931e+00	1.0102935293e+01	3.4839893483e-03	1.2415517224e-01	0.0000000000e+00
7.9800000000e+02	-1.4082956617e+00	-6.6362772148e-01	4.8363722785e+00	1.0102940541e+01	3.4858870830e-03	1.2415517224e-01	0.0000000000e+00
7.9810000000e+02	-1.4082956617e+00	-6.6365497621e-01	4.8363450238e+00	1.0102945736e+01	3.4877797586e-03	1.2415517224e-01	0.0000000000e+00
7.9820000000e+02	-1.4082956617e+00	-6.6368306624e-01	4.8363169338e+00	1.0102950879e+01	3.4896673840e-03	1.2415517224e-01	0.0000000000e+00
